Latitude,Longitude,Name,Crop_Name,Duration,Height,height_numeric,duration_numeric,NDVI_1,NDVI_2,NDVI_3,NDVI_4,NDVI_5,NDVI_6,NDVI_7,NDVI_8,NDVI_9,NDVI_10,NDVI_11,NDVI_12,NDVI_13,NDVI_14,NDVI_15,NDVI_16,NDVI_17,NDVI_18,NDVI_19,NDVI_20,NDVI_21,NDVI_22,NDVI_23,NDVI_24,NDVI_25,NDVI_26,NDVI_27,NDVI_28,NDVI_29,NDVI_30,NDVI_31,NDVI_32,NDVI_33,NDVI_34,NDVI_35,NDVI_36,NDVI_37,VV_1,VV_2,VV_3,VV_4,VV_5,VV_6,VV_7,VV_8,VV_9,VV_10,VV_11,VV_12,VV_13,VV_14,VV_15,VH_1,VH_2,VH_3,VH_4,VH_5,VH_6,VH_7,VH_8,VH_9,VH_10,VH_11,VH_12,VH_13,VH_14,VH_15
12.7206475,77.2726705,Ramanagara,Ragi,Low,Short,1,1,0.137351557,0.165082541,0.043747238,0.057649497,0.133085896,0.21577381,0.193714927,0.172734628,0.152303754,0.184375,0.163671498,0.217507816,0.111960432,0.200169815,0.007154213,0.10754491,0.063401748,0.00463392,0.136191309,0.160722149,0.04409069,-0.002401808,0.031753786,0.131865953,-0.01556445,0.029922423,0.059328738,0.05041339,0.065103622,0.212176284,0.068487213,0.009266409,0.062251656,0.202383909,0.186854072,0.080908289,0.065608584,-6.058421479,-4.253169987,-5.142426727,-5.359887483,-4.284710934,-5.268684666,-5.553873922,-1.722022079,-4.150567036,-3.950005253,-2.441384563,-3.303446757,-5.788947156,-4.176433175,-3.222697701,-13.48200947,-13.68364341,-14.74705377,-14.35065515,-14.96356627,-11.94973259,-15.44762742,-14.31315363,-12.4205755,-15.7861767,-18.97945609,-17.99360961,-14.28844439,-15.67245794,-16.15010426
12.7409624,77.5790461,Ramanagara,Ragi,Low,Short,1,1,0.174494883,0.187453323,0.127951911,0.198297446,0.177001127,0.228571429,0.003156321,0.117796806,0.068257287,0.363966143,0.235760277,0.336065574,0.401994897,0.525676937,0.262104699,0.513557264,0.075058824,0.009758033,0.142805364,0.145888594,0.090327927,0.023872679,0.001776927,0.045555235,0.407961064,0.065321296,0.179061494,0.033094737,0.027053519,0.307251908,0.077596044,-0.019607843,0.047810877,0.371074215,0.389713794,0.263304026,0.169656586,-12.44768597,-9.284658624,-7.932489788,-8.321297272,-9.100215392,-10.42714656,-10.43582646,-9.837863486,-9.131236541,-8.966823066,-10.90163942,-10.74409297,-8.334350225,-7.092668795,-8.413954973,-19.48405826,-15.44897605,-19.49866945,-14.45162047,-21.47030364,-16.68421241,-16.80467316,-17.80436831,-14.79303066,-19.81372716,-18.79754979,-16.81739258,-14.76058184,-19.08885092,-13.76867603
12.7409818,77.5790585,Ramanagara,Ragi,Low,Short,1,1,0.154580645,0.181905218,0.122198732,0.194280079,0.169289202,0.220390566,0.008202749,0.108461362,0.070207795,0.331050228,0.235183443,0.308440296,0.296981044,0.445378151,0.237035708,0.444444444,0.073912531,0.008866371,0.108625045,0.137453075,0.095812633,0.024320164,0.00122266,0.047961864,0.352418208,0.060953785,0.179426243,0.032372281,0.027886881,0.392246569,0.073975721,-0.020349929,0.05342851,0.393468118,0.419288079,0.273781539,0.163505894,-12.44768597,-9.284658624,-7.932489788,-8.321297272,-11.02752251,-10.42714656,-10.43582646,-9.43263525,-9.131236541,-8.966823066,-10.90163942,-10.74409297,-8.334350225,-7.035975753,-8.413954973,-19.48405826,-15.44897605,-19.49866945,-14.45162047,-18.25059152,-16.68421241,-16.80467316,-19.31032881,-14.79303066,-19.81372716,-18.79754979,-16.81739258,-14.76058184,-15.56989118,-13.76867603
12.7411209,77.5784134,Ramanagara,Ragi,Low,Short,1,1,0.225138819,0.209940828,0.156631492,0.208775982,0.231835829,0.165588979,0.002254018,0.120547394,0.07198038,0.137062937,0.22185567,0.258647194,0.297662338,0.390784227,0.246753247,0.487864078,0.069449357,0.007098987,0.227654141,0.119374704,0.094675249,0.018829517,0.004017158,0.030025632,0.485658089,0.065995174,0.129151292,0.032536128,0.025676476,0.204197639,0.070990023,-0.02633366,0.043343972,0.293936731,0.344285379,0.250074516,0.181571816,-6.618200979,-8.483873439,-6.302029043,-12.05275852,-11.7328257,-9.557275998,-10.12716939,-6.849020823,-8.074483315,-10.4377998,-7.240176348,-8.543526905,-10.72047317,-9.813568064,-9.971887709,-19.81347763,-23.4205984,-21.41729344,-20.00731662,-19.20686914,-21.73714395,-14.79346629,-12.85184108,-12.72924945,-15.82804062,-14.7085501,-18.84460867,-19.01271228,-14.04496796,-15.78582876
12.7416126,77.5814512,Ramanagara,Ragi,Low,Short,1,1,0.400826446,0.304399173,0.183574879,0.330326945,0.373737374,0.363585118,-0.010363451,0.136725344,0.057368942,0.580269608,0.169443194,0.227037632,0.610770461,0.582539683,0.276160504,0.422159225,0.077738516,0.008104243,0.314129625,0.101241438,0.17941097,0.016442751,0.006388474,0.029620648,0.296657382,0.071189873,0.155153707,0.030651017,0.025972753,0.627727856,0.091600415,-0.025798886,0.021164978,0.521181312,0.496909177,0.576879657,0.161883621,-7.925518639,-11.72706442,-12.41088084,-7.83559004,-9.194763341,-6.837509961,-12.72511353,-6.282289131,-7.542887125,-7.892322022,-9.666408931,-8.944672372,-7.110890801,-8.030727885,-9.634000074,-17.32237488,-14.26173392,-16.74692833,-10.84355646,-18.47890339,-14.7158745,-14.48305128,-18.25782428,-16.03141292,-15.34277379,-17.26036517,-17.6522926,-17.07236736,-13.77728278,-14.4689055
12.74162333,77.581475,Ramanagara,Ragi,Low,Short,1,1,0.334765265,0.330638642,0.175434829,0.373650108,0.307063631,0.357021997,-0.008761308,0.134215501,0.062384644,0.568460006,0.172226975,0.195241199,0.585140998,0.535353535,0.270597423,0.431050657,0.073193804,0.010412527,0.365517241,0.165837479,0.170145995,0.0152,0.006722347,0.03384508,0.264054514,0.061090611,0.159877983,0.032241729,0.028314782,0.530009681,0.094215449,-0.024699454,0.027664399,0.512586806,0.502192982,0.562732342,0.16467018,-7.925518639,-11.72706442,-11.64974724,-9.732494039,-9.194763341,-6.837509961,-12.72511353,-6.282289131,-6.95679799,-7.892322022,-9.666408931,-8.944672372,-7.110890801,-9.058841571,-9.634000074,-17.32237488,-14.26173392,-16.28647191,-13.37937741,-18.47890339,-14.7158745,-14.48305128,-18.25782428,-14.41843265,-15.34277379,-17.26036517,-17.6522926,-17.07236736,-12.15580703,-14.4689055
12.7417383,77.5788483,Ramanagara,Ragi,Low,Short,1,1,0.254583552,0.258486906,0.152734129,0.197430407,0.238204175,0.300918422,0.017695803,0.198226726,0.079200592,0.406593407,0.195521102,0.308945008,0.288322225,0.390191898,0.197062424,0.329558858,0.068350844,0.012633936,0.094059406,0.12791411,0.110267062,0.015610652,0.006626136,0.030764941,0.294715447,0.073610105,0.154763905,0.033080169,0.027058824,0.499479167,0.08804306,-0.024104528,0.040756174,0.439228296,0.447918913,0.139465191,0.174093264,-11.28804557,-13.12927063,-11.59124264,-9.561331786,-10.62840476,-9.352927192,-11.14609689,-7.209324803,-11.38368742,-7.940780222,-10.10140446,-9.460059547,-8.806468281,-7.675312671,-6.238705033,-14.77810264,-13.17675563,-14.73862056,-15.58365011,-15.54579352,-20.2460758,-16.72976299,-15.8553433,-16.78636716,-16.99479336,-14.70052647,-16.02234265,-11.77148573,-12.1404746,-13.44386364
12.7418576,77.581543,Ramanagara,Ragi,Low,Short,1,1,0.23857868,0.302860198,0.17545376,0.377168439,0.268379097,0.315545244,-0.000554785,0.125647059,0.058809055,0.473046252,0.187132867,0.160674982,0.381864623,0.412706111,0.24607938,0.41126408,0.076597247,0.008762148,0.391255289,0.181641888,0.11339381,0.012266238,0.002925369,0.030171666,0.312,0.06743941,0.156535772,0.031373539,0.029602039,0.663034813,0.100481762,-0.022032179,0.024603609,0.502794654,0.496092825,0.496274218,0.160465869,-9.154232947,-6.795673156,-9.217527407,-9.292997938,-8.810444063,-4.864824261,-12.24858485,-7.662890848,-8.743017799,-6.955585242,-8.370550294,-8.92519909,-6.405964814,-7.358617922,-9.199171697,-15.78365619,-17.59514256,-17.26628009,-11.53444208,-18.91498487,-15.17614333,-22.74347396,-16.52554633,-11.29052612,-12.1640272,-14.98145032,-16.98250616,-13.78382049,-11.13156724,-15.25335772
12.7418901,77.5815829,Ramanagara,Ragi,Low,Short,1,1,0.377967458,0.385678103,0.201253918,0.416100022,0.402274531,0.434131737,0.012437811,0.163982763,0.054060665,0.608185675,0.172839506,0.167657887,0.602212856,0.607428424,0.272727273,0.496910856,0.077868368,0.007802548,0.41778036,0.145686472,0.095983662,0.015544041,0.004010059,0.034572847,0.287652174,0.042434279,0.159363262,0.034005569,0.030772246,0.633899862,0.105391304,-0.024154589,0.018898635,0.506800446,0.5286051,0.55971897,0.159896003,-9.154232947,-6.795673156,-8.331955369,-8.289313607,-8.810444063,-5.364292245,-12.24858485,-6.475324674,-5.717509932,-6.955585242,-8.370550294,-8.92519909,-7.657009037,-5.920772836,-6.288368669,-15.78365619,-17.59514256,-16.30327415,-12.4572205,-18.91498487,-14.88712241,-22.74347396,-15.62521608,-12.08241393,-12.1640272,-14.98145032,-16.98250616,-10.66426286,-11.32066786,-15.22981475
12.7419374,77.5819448,Ramanagara,Ragi,Low,Short,1,1,0.24093202,0.250420977,0.167940508,0.3513382,0.283280085,0.398106627,-0.006216811,0.168554297,0.065338839,0.630248202,0.128924109,0.123366013,0.576465201,0.647494553,0.304640719,0.497053872,0.079259611,0.00915678,0.390308839,0.110668912,0.1137485,0.015748821,0.002847844,0.044555338,0.286985173,0.051433137,0.15022815,0.031118587,0.031523127,0.589589159,0.09801947,-0.029595127,0.015495686,0.47532792,0.460560911,0.471563484,0.173559101,-10.32404542,-8.497311969,-11.12235046,-11.54502481,-9.475706872,-7.590970962,-11.07502683,-9.354576231,-8.45025863,-8.245232165,-10.18688649,-11.25036018,-7.061614103,-7.069546733,-7.559209274,-16.71095263,-16.58452737,-15.40673504,-13.81978976,-18.01684306,-16.83830314,-19.75515192,-14.29203101,-17.55791956,-15.97903881,-18.15147232,-13.25197697,-14.95149107,-13.49701847,-15.61052298
