DN,Longitude,Latitude,Crop_Name
4,83.39884788522168,19.286188981169765,No Crop/Fallow
4,83.40888769570374,19.28218382824294,No Crop/Fallow
4,83.41135111694561,19.274077490545768,No Crop/Fallow
4,87.44469489298854,25.576379322808634,No Crop/Fallow
9,87.44496037785558,25.58443108803743,Maize
9,87.44691683244083,25.57874959821723,Maize
15,87.43958604646521,25.58113095880816,Potato
15,87.43849983973524,25.580502907101057,Potato
1,76.5238002207973,25.4156385365353,Wheat
1,76.52440404234842,25.41395828410415,Wheat
1,82.47641687911434,27.48601319963976,Wheat
2,82.46381025744645,27.48135430395646,Mustard
2,82.46718068188265,27.47737697024865,Mustard
6,82.47128310723782,27.48589193856908,Sugarcane
1,81.38332486529235,27.60211299532673,Wheat
2,81.38747156261556,27.60719728867684,Mustard
1,81.69335399140688,27.97674846399624,Wheat
1,82.25213892813314,27.39460965492977,Wheat
1,82.25479033521079,27.3928367239601,Wheat
1,82.24979845051841,27.38865318871682,Wheat
1,82.25129860118298,27.384419292964065,Wheat
2,82.25405549863653,27.39307297473037,Mustard
2,82.25333261665334,27.38639027028,Mustard
2,82.25282443321908,27.383925787506243,Mustard
2,82.25949971441146,27.38180996334887,Mustard
6,82.24638885629466,27.38135430008935,Sugarcane
1,76.86590384644477,24.62591845247696,Wheat
1,76.78845636629244,24.593450799695564,Wheat
2,76.78759296090172,24.585286669718144,Mustard
1,77.08217683305821,25.28446969884774,Wheat
1,77.08338320807174,25.28382314616339,Wheat
1,77.08121364161633,25.283310323670733,Wheat
1,77.07992508589707,25.283371731321854,Wheat
2,77.07959496987466,25.28450758948877,Mustard
13,77.08144468355297,25.28390586435928,Gram
1,81.6343174579582,27.955760239443624,Wheat
1,81.36285125702561,27.83994962324399,Wheat
1,81.36176676715385,27.8397959198868,Wheat
1,81.34869895258232,27.83732887403054,Wheat
1,81.34356834503555,27.836729971074632,Wheat
1,81.34992673790171,27.83524696484228,Wheat
2,81.34397835937882,27.836960941506344,Mustard
3,81.36277432332662,27.839640433167368,Lentil
4,81.3611366872641,27.841210254396653,No Crop/Fallow
6,81.36318555288864,27.84016412898034,Sugarcane
6,81.34862998432553,27.838941019111807,Sugarcane
2,87.69554452185318,25.434085475714944,Mustard
1,82.35026302758446,27.08294667985386,Wheat
1,82.34975762611879,27.082402382104185,Wheat
1,82.35274382102659,27.07892082826399,Wheat
1,82.35379960824613,27.0782993852674,Wheat
1,82.35479649637472,27.07652334346712,Wheat
2,82.34904458690629,27.082636496667988,Mustard
2,82.35327010697118,27.078469733761125,Mustard
2,82.47267032073803,27.20626682463633,Mustard
36,83.70053796203341,19.13823768233333,Rice
36,83.70064908200759,19.137111567057254,Rice
1,81.54462662821841,27.540400260614984,Wheat
8,76.2949121481877,25.248318638534823,Garlic
9,87.68544766482042,25.73524012649541,Maize
9,87.68418541386048,25.727251471237352,Maize
1,81.52796912190259,27.74796747285813,Wheat
1,81.54157915905354,27.74281761726956,Wheat
1,81.54030055190795,27.7422723185641,Wheat
1,81.53934069785932,27.73575435908713,Wheat
1,81.54353779443133,27.735940098669246,Wheat
1,81.54476169840602,27.73543907062761,Wheat
1,81.70143922987067,27.534659229595125,Wheat
1,81.70111943466954,27.53238138599096,Wheat
9,87.56364121740401,25.614104415423363,Maize
9,87.56234085499963,25.613840138850467,Maize
9,87.56517468950979,25.61323480531463,Maize
1,82.1748329729994,27.6484533966631,Wheat
1,82.17640085794883,27.647969033753185,Wheat
1,82.17575411448762,27.64760020736875,Wheat
1,82.17600566141131,27.6465154779624,Wheat
1,82.17436009554167,27.645938557442804,Wheat
1,82.17730753261,27.64569443124596,Wheat
1,82.17387450613684,27.64528702349689,Wheat
1,82.17321915572418,27.645203889668423,Wheat
1,82.1710120593877,27.640369725022676,Wheat
3,82.17505703017521,27.648164766011416,Lentil
3,82.17789798467727,27.644671197920086,Lentil
4,82.17543097966907,27.647875430851872,No Crop/Fallow
4,82.17182408765211,27.647596939228947,No Crop/Fallow
4,82.17292930841752,27.647501464747894,No Crop/Fallow
4,82.17759182106231,27.647221888680317,No Crop/Fallow
4,82.17288817597993,27.646882781220796,No Crop/Fallow
4,82.17375289812988,27.64690817019671,No Crop/Fallow
4,82.17551264120385,27.64671553451352,No Crop/Fallow
4,82.17434842635755,27.64660114823445,No Crop/Fallow
4,82.17384099646662,27.6462309474625,No Crop/Fallow
4,82.17653518580248,27.646298419479454,No Crop/Fallow
4,82.17713880065948,27.64596290164912,No Crop/Fallow
4,82.17750100044321,27.645376284557077,No Crop/Fallow
4,82.17353678486629,27.645131062343246,No Crop/Fallow
4,82.17942776666509,27.64491905307684,No Crop/Fallow
4,82.17988908344867,27.64458743342521,No Crop/Fallow
4,82.17962270288687,27.6443025338183,No Crop/Fallow
4,82.17476144687274,27.641241921769357,No Crop/Fallow
4,82.16786448327511,27.637171147758487,No Crop/Fallow
1,81.62653832972421,27.28582229558238,Wheat
2,87.87696751928996,25.66929018625373,Mustard
2,87.87645204380036,25.66910050146337,Mustard
2,87.87691228741846,25.66876067756117,Mustard
2,87.87644764898332,25.66818782600116,Mustard
4,87.87541005839707,25.66660576513616,No Crop/Fallow
36,87.87716933966833,25.67039167305421,Rice
36,87.87617235620795,25.66837964709411,Rice
1,82.6651893145415,27.53486377046689,Wheat
1,82.66598050721774,27.53472186609611,Wheat
4,83.49516479253502,19.907417276294165,No Crop/Fallow
4,83.49555427492763,19.906971072179687,No Crop/Fallow
4,83.49603177621294,19.90696551277744,No Crop/Fallow
36,83.49583515697263,19.906818014179677,Rice
1,76.9475984268452,24.666297917595912,Wheat
4,83.26229462152914,19.456011378341056,No Crop/Fallow
4,83.26226157527827,19.454367114117343,No Crop/Fallow
4,83.26177218637788,19.45402904642429,No Crop/Fallow
4,83.26393051064015,19.45349489087298,No Crop/Fallow
4,83.2633213338243,19.452547388125307,No Crop/Fallow
4,83.26586241633755,19.45249580474268,No Crop/Fallow
4,83.26544175555553,19.45185525174021,No Crop/Fallow
1,76.78409096496247,24.534228295225667,Wheat
1,76.7865484032718,24.533290353026555,Wheat
1,82.57552675959502,27.485533621256486,Wheat
1,82.5728440641136,27.48158069531364,Wheat
1,82.57210930793435,27.480451992616963,Wheat
3,82.57233339339578,27.48109125313403,Lentil
1,82.30437970471125,27.54057680627597,Wheat
2,82.31045603533308,27.54589681486349,Mustard
4,83.38834670037446,19.247022491484746,No Crop/Fallow
4,83.38874315022008,19.24600042878796,No Crop/Fallow
4,83.39466749595994,19.24476970154228,No Crop/Fallow
9,87.36508581078955,25.568941929513088,Maize
9,87.36122671330281,25.568064934314755,Maize
1,76.8286352566915,24.595223851113808,Wheat
4,83.59264708906998,19.20165062818882,No Crop/Fallow
4,83.59195543144125,19.2007095709489,No Crop/Fallow
4,83.59242823451012,19.20004862222389,No Crop/Fallow
1,81.5760950459214,27.17015707005932,Wheat
2,76.71489475560267,25.049727341664735,Mustard
2,76.70683540046134,25.047038653815264,Mustard
2,76.70831741033882,25.04616857096925,Mustard
2,76.71676043256171,25.042189927356446,Mustard
4,76.70800104200693,25.045723983466043,No Crop/Fallow
8,76.70882447336587,25.04851926677495,Garlic
13,76.70703171336059,25.046212335027107,Gram
1,76.68901916780506,25.285082505113635,Wheat
2,76.68864777945689,25.284620470794096,Mustard
2,76.691660693032,25.279028606729863,Mustard
13,76.31945965629218,25.26586786820868,Gram
4,83.56974821127065,19.2393009091369,No Crop/Fallow
4,83.56996807083287,19.23873337699848,No Crop/Fallow
4,83.5590224605488,19.23483218690088,No Crop/Fallow
4,83.5617835038348,19.234017254486997,No Crop/Fallow
4,83.5622494375497,19.23360493817642,No Crop/Fallow
4,83.56180955410764,19.233147815184104,No Crop/Fallow
4,83.55945558040042,19.225215116399745,No Crop/Fallow
4,83.5598019661122,19.224862224943458,No Crop/Fallow
4,83.55962236749153,19.22441351306208,No Crop/Fallow
4,83.56025175020214,19.2243845803003,No Crop/Fallow
4,83.55925958121549,19.223919247848865,No Crop/Fallow
36,83.5699928784608,19.23610630413056,Rice
36,83.57111004072344,19.23471939147373,Rice
36,83.57276031367265,19.233459231603423,Rice
9,83.13067653612507,19.456680127516325,Maize
1,76.71505677374856,24.437640782424424,Wheat
4,83.33098363347669,19.43252193429677,No Crop/Fallow
4,83.32977081180583,19.430764103584817,No Crop/Fallow
1,82.43378449524714,27.351548441751277,Wheat
1,82.43759323947785,27.349432352916327,Wheat
1,82.438147365642,27.349268905228985,Wheat
2,82.43342029970167,27.351308963364048,Mustard
2,82.43602252173224,27.350118746826897,Mustard
2,82.43575797859043,27.349688559962587,Mustard
4,82.43482620905884,27.35145826981185,No Crop/Fallow
6,82.43539499957404,27.35012627675141,Sugarcane
2,81.5880767766074,27.68488065259924,Mustard
2,76.89987247839125,24.656034432675348,Mustard
1,81.39683464825765,27.58440682447113,Wheat
1,81.3895427089092,27.58312168863517,Wheat
1,81.40127780621933,27.57335030707789,Wheat
1,81.39880525443225,27.57137174734545,Wheat
1,81.39530456682954,27.57118644058443,Wheat
1,81.39505091462894,27.56757516411569,Wheat
1,81.39377718962005,27.56724786691598,Wheat
2,81.39069845702882,27.58700455260593,Mustard
2,81.39810264927176,27.58324614547648,Mustard
2,81.40213650536317,27.58231168667588,Mustard
2,81.39222537373303,27.569829617520192,Mustard
1,82.63087089813585,27.61088932266709,Wheat
2,82.62203346817574,27.62085399622672,Mustard
2,82.62049139761676,27.617046808366336,Mustard
2,82.62206928623903,27.608305297719507,Mustard
2,82.62617311293515,27.606462868630523,Mustard
3,82.40369121806728,27.540190304170636,Lentil
4,82.40380559826035,27.540381148302902,No Crop/Fallow
4,82.40044556740988,27.53888046069565,No Crop/Fallow
4,82.40094902784989,27.538649839373235,No Crop/Fallow
4,82.40610379203943,27.53708177325626,No Crop/Fallow
1,76.62491176049247,25.12598092328701,Wheat
1,76.62393483848638,25.12197968840423,Wheat
6,82.41146299547691,27.24007988833697,Sugarcane
4,83.88673142739631,19.02268182747711,No Crop/Fallow
4,83.56708238687854,19.35681510832766,No Crop/Fallow
4,83.56409278080604,19.353496858926288,No Crop/Fallow
4,83.56149415520106,19.350435056046496,No Crop/Fallow
4,83.58171025608846,19.346619814795385,No Crop/Fallow
4,83.5812350801857,19.345830329441814,No Crop/Fallow
4,83.57567313587647,19.34563420040996,No Crop/Fallow
4,83.58134923204081,19.345355748052647,No Crop/Fallow
4,83.57553314829654,19.3435803562143,No Crop/Fallow
36,83.57697048258642,19.343575022281588,Rice
2,87.35902099931889,25.602921962454317,Mustard
1,81.57366168508581,27.2671466253295,Wheat
2,81.57674098417444,27.265649298781437,Mustard
5,81.58192811782347,27.26485531129524,Green pea
1,81.43070534715139,27.88936040341317,Wheat
1,81.93062949751524,27.44386938320135,Wheat
1,81.92365634811192,27.4394100381423,Wheat
4,81.91737780605482,27.42694779880696,No Crop/Fallow
6,81.92409042448168,27.43911469696881,Sugarcane
16,81.9207211034852,27.43432457130219,Bersem
1,81.36521496308966,27.83802067738006,Wheat
1,81.383234219914,27.83661309557244,Wheat
1,81.3705684082477,27.83580421084593,Wheat
1,81.37178676913955,27.83485564538265,Wheat
1,81.3712052074374,27.823825812539397,Wheat
1,81.37081084912421,27.81861668668041,Wheat
2,81.37199566444546,27.835074805408546,Mustard
2,81.37438597805513,27.82405588903393,Mustard
4,81.37349166462398,27.82661766144627,No Crop/Fallow
16,81.37158660604386,27.819566684463226,Bersem
4,83.85216007744955,19.287381184501623,No Crop/Fallow
2,76.87523718560168,24.84729517212226,Mustard
1,82.31352436478856,27.159475597349708,Wheat
1,82.3152038330926,27.155510755547084,Wheat
1,82.29556553857678,27.142563121072374,Wheat
2,76.65042730990245,25.02498397101828,Mustard
9,83.07617318207073,19.286936957758435,Maize
36,83.08733447074582,19.283337746768677,Rice
36,83.0781369906978,19.277024407519217,Rice
36,83.07909058475744,19.27542788574451,Rice
1,82.34969014717551,27.255660267752557,Wheat
1,82.34758557670533,27.25424108064216,Wheat
1,82.34777790788056,27.253426937165283,Wheat
2,82.34734208467627,27.253606855857026,Mustard
4,82.34774132816334,27.25409957536095,No Crop/Fallow
1,82.37075796438587,27.54825729002549,Wheat
1,82.37086085098947,27.54746955672861,Wheat
1,82.37154408000107,27.54651255880296,Wheat
1,82.37140593770197,27.54444478987336,Wheat
2,82.37150768655208,27.547582561471103,Mustard
2,82.37319998954777,27.546798117706984,Mustard
2,82.37096005226427,27.544780505678176,Mustard
2,82.36944776278817,27.54184570253262,Mustard
2,82.37118818349957,27.53842743029838,Mustard
3,82.37185149055557,27.551448843897624,Lentil
3,82.36639334675652,27.54602195234226,Lentil
3,82.3702461069557,27.5453586378615,Lentil
6,82.36982468347044,27.556793730071757,Sugarcane
6,82.37417547591593,27.551599283305283,Sugarcane
6,82.36667038319851,27.549196856736334,Sugarcane
6,82.37133626772697,27.548378642646625,Sugarcane
6,82.36849125187742,27.54740966298404,Sugarcane
6,82.37210174349755,27.547258868008583,Sugarcane
6,82.36993042275151,27.545102170841627,Sugarcane
15,82.37308858574859,27.54569773606132,Potato
1,76.32949425883491,25.22210341023104,Wheat
1,76.33793015989947,25.20172503119954,Wheat
1,82.26629789368987,27.6092199537593,Wheat
1,76.78114623698558,24.810229560954834,Wheat
1,76.38591369644475,25.3098230198812,Wheat
1,76.3903621222844,25.308733597508496,Wheat
2,76.37734090314751,25.303801786094034,Mustard
2,76.39670543893993,25.04952283212902,Mustard
1,81.49594379166298,27.97394355019707,Wheat
1,81.49489549790952,27.973169435183635,Wheat
1,87.60345891742477,25.51083545343984,Wheat
1,87.60378117459805,25.5092189572596,Wheat
1,87.603610341102,25.508475028446345,Wheat
1,82.37458869142513,27.560416512705025,Wheat
6,82.38098449480579,27.56345732885382,Sugarcane
6,82.37609423079097,27.56126898833753,Sugarcane
1,81.67720444315954,27.70003745343069,Wheat
1,81.68524761263211,27.69893618247727,Wheat
1,81.68355167807995,27.696653508746422,Wheat
1,81.68284896477594,27.69314233647625,Wheat
4,81.67540059442217,27.69965672324969,No Crop/Fallow
1,82.52655103870988,27.1860346843392,Wheat
4,83.7567636841904,19.52487010410767,No Crop/Fallow
1,82.48091381886215,27.28157314866525,Wheat
2,82.4812601445214,27.28171657421325,Mustard
1,76.67868778648372,24.81496576010967,Wheat
1,76.67500866823418,24.8123764214404,Wheat
1,76.67567854122672,24.81230030090347,Wheat
2,76.67844546525109,24.81623664067021,Mustard
2,76.67721909029515,24.815112684034464,Mustard
2,76.67793592180837,24.813860346401363,Mustard
2,76.67544642303628,24.812136234817533,Mustard
2,76.67532902460304,24.81123767463618,Mustard
2,76.67637090713069,24.81096582477171,Mustard
2,76.6764775754245,24.809362496103574,Mustard
2,76.69652032180521,24.805964327326176,Mustard
2,76.68869090166874,24.80440944406232,Mustard
4,76.67545604728002,24.81065062440898,No Crop/Fallow
8,76.67661310831545,24.816109512997684,Garlic
8,76.67559706834169,24.81280837540399,Garlic
15,87.49086950955086,25.629876036469632,Potato
1,81.46799730854163,27.354558784332777,Wheat
1,81.46847063913687,27.35273066492233,Wheat
36,83.61444840388224,19.442265516561115,Rice
36,83.61477349067458,19.442158329939254,Rice
36,83.61439640796343,19.441994944683064,Rice
1,81.36339079967884,27.711686725762693,Wheat
2,87.93875813129856,25.718609519069737,Mustard
4,87.9413946388644,25.722487457430688,No Crop/Fallow
4,87.93841901589732,25.71863863489192,No Crop/Fallow
9,87.92531974730991,25.71645769038992,Maize
9,87.9242027666129,25.715591069993145,Maize
9,87.92472927163028,25.71500049122795,Maize
9,87.93841120972105,25.71425814128718,Maize
1,76.91527099207703,25.05527366718401,Wheat
1,76.91025264188883,25.054446279023885,Wheat
2,76.91652712909807,25.05508125306477,Mustard
8,76.90961162085277,25.053091187347423,Garlic
1,81.59565450687882,27.55272551851109,Wheat
1,81.59585150298298,27.54830663747636,Wheat
2,81.59629015129566,27.549052016065488,Mustard
4,82.26319984556677,27.672945872114813,No Crop/Fallow
4,82.26362437950357,27.672707766507585,No Crop/Fallow
1,76.30123639355782,25.129463495830382,Wheat
1,76.30377559932732,25.12900628557978,Wheat
2,82.37034099838543,27.23018427863994,Mustard
1,81.558174889938,27.32424712713973,Wheat
1,81.55873139042443,27.317384721284057,Wheat
1,81.55814061723868,27.31678593460277,Wheat
1,81.55211011768401,27.31049741712956,Wheat
1,81.5517847542421,27.309993141178285,Wheat
2,81.55247806126665,27.32217807201268,Mustard
6,81.55501434437889,27.32027379035353,Sugarcane
6,81.55616531651089,27.31997689091745,Sugarcane
2,82.23194421772985,27.4277772166268,Mustard
2,82.23064521983618,27.4266607202771,Mustard
2,82.22972841023768,27.42544482906936,Mustard
4,87.55090880521252,25.635114760387133,No Crop/Fallow
9,87.55858802781579,25.64170933858746,Maize
15,87.55009499852775,25.63584974680225,Potato
1,76.57213598643241,25.07500736615318,Wheat
3,77.24599002967294,25.26316468359173,Lentil
13,77.2470244360641,25.26543888533085,Gram
1,81.52313469629489,27.16495418863879,Wheat
1,81.52274567307076,27.161085387200416,Wheat
1,81.5236305793965,27.154910237910958,Wheat
1,81.52660841644955,27.151938768835038,Wheat
2,81.52384833581516,27.161072065821365,Mustard
2,81.52870490794783,27.156532312193843,Mustard
1,81.53433020456725,27.42442747378443,Wheat
2,87.72954244972719,25.38992518273108,Mustard
9,87.7321248396823,25.38993385036056,Maize
8,76.78139036414888,24.642751543646654,Garlic
2,87.80067155288421,25.46123482897323,Mustard
2,87.80032689400308,25.46001495025904,Mustard
36,87.79170900708695,25.479379966710464,Rice
36,87.81232330533295,25.46024011673578,Rice
1,81.53716677010726,27.75268681607012,Wheat
1,81.53241740429182,27.75170169605058,Wheat
1,81.53462025099782,27.75040469811057,Wheat
3,81.53315078083925,27.75191882536234,Lentil
3,81.5359754887277,27.75039735130505,Lentil
36,83.05965576109206,19.50736926551004,Rice
1,76.56230134904762,25.31847701361522,Wheat
1,76.5624975305655,25.318338779959717,Wheat
2,76.56190888143385,25.318995680827445,Mustard
2,76.56218734473835,25.31816427887103,Mustard
1,76.9011703017765,25.234865001513874,Wheat
1,76.9026673417881,25.23478495707845,Wheat
1,76.90593507345476,25.23354565637496,Wheat
