DN,Longitude,Latitude,Crop_Name,NDVI_1,NDVI_2,NDVI_3,NDVI_4,NDVI_5,NDVI_6,NDVI_7,NDVI_8,NDVI_9,NDVI_10,NDVI_11,NDVI_12,NDVI_13,NDVI_14,NDVI_15,NDVI_16,NDVI_17,NDVI_18,NDVI_19,NDVI_20,NDVI_21,NDVI_22,NDVI_23,NDVI_24,NDVI_25,NDVI_26,NDVI_27,NDVI_28,NDVI_29,NDVI_30,NDVI_31,NDVI_32,NDVI_33,NDVI_34,NDVI_35,NDVI_36,NDVI_37
4,83.39884788522168,19.286188981169765,No Crop/Fallow,0.16500678658485413,0.17523027956485748,0.1255217045545578,0.17697373032569885,0.10881280899047852,0.18158215284347534,0.1578819900751114,0.17942805588245392,0.2573981285095215,0.25264856219291687,0.19317872822284698,0.2832716405391693,0.08888015151023865,0.11430366337299347,-0.00690489960834384,0.031621675938367844,0.2247956544160843,0.32692086696624756,0.18847285211086273,0.17530721426010132,0.2617478668689728,0.14379459619522095,-0.001009835279546678,0.047634441405534744,-0.01616724394261837,0.029895082116127014,0.32035377621650696,0.06217865273356438,0.1473734825849533,0.30991023778915405,0.23996564745903015,0.12079747766256332,0.1071581318974495,0.13188908994197845,0.15980246663093567,0.11468935757875443,0.47063156962394714
4,83.40888769570374,19.28218382824294,No Crop/Fallow,0.21546104550361633,0.2719147503376007,0.16301614046096802,0.3152448534965515,0.1828380674123764,0.30832505226135254,0.2860952615737915,0.36732375621795654,0.4457572400569916,0.3412999212741852,0.221474289894104,0.24168714880943298,0.19626420736312866,0.2623478174209595,-0.003398665925487876,0.0289959404617548,0.18992173671722412,0.40310585498809814,0.26302531361579895,0.2016269713640213,0.28161635994911194,0.34330207109451294,-0.01505691185593605,0.050792913883924484,-0.017805522307753563,0.03343754634261131,0.46554404497146606,0.07629328221082687,0.03507141023874283,0.3496575951576233,0.34763312339782715,0.3453531265258789,0.1175999641418457,0.15127745270729065,0.2388017773628235,0.31595513224601746,0.6651378870010376
4,83.41135111694561,19.274077490545768,No Crop/Fallow,0.21418701112270355,0.23846758902072906,0.13736791908740997,0.24715670943260193,0.17089426517486572,0.2553117573261261,0.21870028972625732,0.315923810005188,0.3567054271697998,0.36246630549430847,0.17329607903957367,0.27931419014930725,0.18715563416481018,0.1846631020307541,-0.005179192405194044,0.020512191578745842,0.2329878807067871,0.36684858798980713,0.2489790916442871,0.22407086193561554,0.18133364617824554,0.3364053964614868,-0.01118930708616972,0.04850435629487038,-0.01753084734082222,0.2684457004070282,0.44412311911582947,0.056331221014261246,0.1764107048511505,0.3333866596221924,0.27464860677719116,0.0696820393204689,0.14359357953071594,0.12987494468688965,0.21035778522491455,0.29079553484916687,0.5923963785171509
4,87.44469489298854,25.576379322808634,No Crop/Fallow,0.3635234534740448,0.08167961984872818,0.25157612562179565,0.29958435893058777,0.14031648635864258,0.28957605361938477,0.08841461688280106,0.12609796226024628,0.04406341165304184,0.29978981614112854,0.21457913517951965,0.09697859734296799,0.02612273395061493,0.31707894802093506,0.08054169267416,0.004947182256728411,0.14448219537734985,0.20636539161205292,-0.010442094877362251,0.19066908955574036,0.10622845590114594,0.225894033908844,0.24818511307239532,0.4267430305480957,0.1360011100769043,0.24569171667099,0.23402993381023407,-0.003645507851615548,0.15014731884002686,0.1827073097229004,0.22932715713977814,0.284866064786911,0.10126584768295288,0.05098297446966171,0.3038601875305176,0.5000005960464478,0.21486978232860565
9,87.44496037785558,25.58443108803743,Maize,0.437051385641098,0.1250104010105133,0.39039352536201477,0.4696773290634155,0.22350569069385529,0.3613181412220001,0.09809602797031403,0.1901586949825287,0.14652472734451294,0.40993595123291016,0.2302042692899704,0.0497664138674736,0.028302036225795746,0.2727389931678772,0.06690478324890137,-0.016598684713244438,0.1647571325302124,0.1820298433303833,-0.0067364866845309734,0.13104452192783356,0.11349950730800629,0.27316513657569885,0.15730050206184387,0.34650948643684387,0.1666007786989212,0.30276378989219666,0.17519360780715942,0.02629178762435913,0.4574873447418213,0.10417085140943527,0.2210274189710617,0.24743376672267914,0.0960991382598877,-0.005899114068597555,0.3134169578552246,0.4535510241985321,0.27749836444854736
9,87.44691683244083,25.57874959821723,Maize,0.45606526732444763,0.11752941459417343,0.35263314843177795,0.4155948758125305,0.18810197710990906,0.3368002474308014,0.06195754185318947,0.15664495527744293,0.12592735886573792,0.4092217981815338,0.24780787527561188,0.07960552722215652,-0.0008775184396654367,0.35963889956474304,0.09233544021844864,-0.018250802531838417,0.12557467818260193,0.2392949014902115,-0.00916939415037632,0.11598863452672958,0.10895907133817673,0.24125494062900543,0.1469828337430954,0.38507840037345886,0.09180568903684616,0.2971124053001404,0.23612768948078156,0.017509303987026215,0.30508023500442505,0.11316726356744766,0.33342137932777405,0.34047648310661316,0.13338163495063782,0.0299033485352993,0.26956191658973694,0.6191034913063049,0.41097885370254517
15,87.43958604646521,25.58113095880816,Potato,0.46524783968925476,0.11858537793159485,0.35828444361686707,0.44941768050193787,0.22836335003376007,0.37598761916160583,0.11099472641944885,0.13131563365459442,0.1138114258646965,0.2888919711112976,0.21188150346279144,-0.008219465613365173,0.11549857258796692,0.27330440282821655,0.06702776253223419,-0.011492381803691387,0.1406044214963913,0.08750634640455246,-0.0064997365698218346,0.2641633152961731,0.06198680400848389,0.09641513228416443,0.11608996987342834,0.24663972854614258,0.12239792943000793,0.1845707893371582,0.20732851326465607,0.016994595527648926,0.4564034342765808,0.19252954423427582,0.313772588968277,0.36835217475891113,0.09892839193344116,0.003407673677429557,0.48620307445526123,0.29168736934661865,0.20130956172943115
15,87.43849983973524,25.580502907101057,Potato,0.4643450081348419,0.1128169372677803,0.37196898460388184,0.4219527542591095,0.2300264686346054,0.40096238255500793,0.10921723395586014,0.20720085501670837,0.17397768795490265,0.41508668661117554,0.30778998136520386,0.011116116307675838,0.07804350554943085,0.22164510190486908,0.09502359479665756,-0.013628914020955563,0.1699705868959427,0.12146589159965515,-0.009824151173233986,0.14011117815971375,0.07404308766126633,0.13031311333179474,0.14016854763031006,0.26037484407424927,0.05602189898490906,0.18426556885242462,0.1631084382534027,0.018821023404598236,0.39533764123916626,0.21651910245418549,0.20714811980724335,0.2570282816886902,0.0960758626461029,0.024961352348327637,0.37983566522598267,0.30308783054351807,0.28900474309921265
1,76.5238002207973,25.4156385365353,Wheat,0.142357736825943,0.10995969921350479,0.07970160990953445,0.05988023802638054,0.08937899023294449,0.08355651050806046,0.08079396188259125,0.11360614746809006,0.0720745399594307,-0.002643595216795802,0.08848821371793747,0.067008838057518,0.0655580461025238,0.05720677599310875,0.056320399045944214,-0.0035933207254856825,0.029075246304273605,0.053652968257665634,0.029539352282881737,0.03606102615594864,0.03648802638053894,-0.005094298627227545,-0.03043936751782894,-0.011129391379654408,-0.008090270683169365,-0.018593886867165565,0.15044759213924408,0.18661004304885864,0.018622780218720436,0.18430842459201813,0.11061151325702667,0.5989317893981934,-0.022790439426898956,0.23138511180877686,0.3636675775051117,0.4421818256378174,0.5372679233551025
1,76.52440404234842,25.41395828410415,Wheat,0.14993122220039368,0.13195981085300446,0.09019461274147034,0.12601692974567413,0.08727719634771347,0.0839395672082901,0.07287932932376862,0.03383611887693405,0.060337431728839874,-0.005182974506169558,0.08853410929441452,0.05283757299184799,0.06178489699959755,0.04456094279885292,0.04979119822382927,0.03229813650250435,0.025209028273820877,0.045262861996889114,0.039131324738264084,-0.022989965975284576,0.04480457678437233,-0.005403068847954273,-0.01456447970122099,-0.01664605736732483,-0.010533001273870468,-0.0076802377589046955,0.1819971799850464,0.24179762601852417,-0.008610451593995094,0.1497783362865448,0.12986403703689575,0.5443528890609741,-0.038092974573373795,0.13279415667057037,0.5800884962081909,0.3841518461704254,0.5480533838272095
1,82.47641687911434,27.48601319963976,Wheat,0.2149837166070938,0.13926877081394196,0.15336236357688904,0.18414919078350067,0.24124830961227417,0.19123710691928864,0.1061224490404129,0.17129187285900116,0.09150214493274689,0.2286226898431778,0.4106813967227936,-0.03537657856941223,0.5298099517822266,0.45430251955986023,0.6029666066169739,-0.01856529340147972,0.15983757376670837,0.4718594253063202,0.06112852692604065,9.747538570081815e-05,0.0804893746972084,-0.0007322175661101937,0.013626834377646446,0.017388200387358665,0.038230426609516144,0.14930599927902222,-0.0025929126422852278,0.10372086614370346,0.008500472642481327,0.0025614474434405565,0.2521623373031616,0.3471502661705017,0.37078651785850525,0.039719436317682266,0.18542593717575073,0.0009744214476086199,0.6262595653533936
2,82.46381025744645,27.48135430395646,Mustard,0.24058380722999573,0.15453116595745087,0.16062425076961517,0.18374717235565186,0.18808510899543762,0.16886116564273834,0.12095478177070618,0.17208132147789001,0.06752215325832367,0.22875313460826874,0.42907267808914185,-0.029557721689343452,0.49919310212135315,0.46960169076919556,0.5276278853416443,-0.015023416839540005,0.2247600108385086,0.23858341574668884,0.05010325089097023,0.002938583493232727,0.12515923380851746,-0.0004727139021269977,0.012765291146934032,0.020730141550302505,0.010182435624301434,0.1625264286994934,-0.0031910650432109833,0.16045066714286804,0.0062547181732952595,-0.0004232804349157959,0.29090550541877747,0.266853928565979,0.3106240928173065,0.06985408067703247,0.4306839108467102,-6.030271833878942e-05,0.4767836928367615
2,82.46718068188265,27.47737697024865,Mustard,0.20693276822566986,0.1418880671262741,0.15657620131969452,0.1947229504585266,0.2118792086839676,0.17276422679424286,0.12490974366664886,0.21309873461723328,0.06910298764705658,0.20912547409534454,0.3306122422218323,-0.034894105046987534,0.46347030997276306,0.4137931168079376,0.4915722608566284,-0.018960846588015556,0.19006535410881042,0.29624345898628235,0.0516277551651001,0.0029685143381357193,0.13638480007648468,0.0017251294339075685,0.001989829819649458,0.016732316464185715,0.035510823130607605,0.15885061025619507,-0.005965809337794781,0.1687598079442978,0.009470934048295021,-0.00037188545684330165,0.385585218667984,0.2490132749080658,0.33906176686286926,0.054015886038541794,0.4513677954673767,-0.0009264406398870051,0.5008596181869507
6,82.47128310723782,27.48589193856908,Sugarcane,0.2584021985530853,0.14065180718898773,0.15013699233531952,0.2012728750705719,0.2332974076271057,0.19283230602741241,0.11327475309371948,0.22249875962734222,0.06824187934398651,0.1940063089132309,0.3976878523826599,-0.03877696767449379,0.5454283356666565,0.47522833943367004,0.613200306892395,-0.013910556212067604,0.19795440137386322,0.3358534574508667,0.05578647926449776,0.0012157759629189968,0.12315674126148224,0.0015703517710790038,0.01246807910501957,-0.0037652512546628714,0.07777886092662811,0.11390495300292969,-0.004819643683731556,0.16257843375205994,0.005807843524962664,0.001402827212586999,0.4260746240615845,0.3017498850822449,0.316592812538147,0.03971441462635994,0.15607868134975433,-0.0011604470200836658,0.4663030803203583
1,81.38332486529235,27.60211299532673,Wheat,0.22463569045066833,0.14224599301815033,0.14886417984962463,0.1431892216205597,0.11800751090049744,0.11784946173429489,0.118456169962883,0.10156422108411789,0.10771805047988892,0.006986438296735287,0.11740042269229889,0.004951051902025938,0.11261393874883652,0.12869565188884735,0.07503966987133026,-0.006369426846504211,0.014967105351388454,0.07405297458171844,0.15669254958629608,0.12790697813034058,0.01595744676887989,0.013000966981053352,-0.00034061603946611285,0.00877880584448576,0.07399576902389526,0.1791655272245407,0.021775921806693077,0.24403387308120728,0.028908759355545044,0.06786975264549255,0.10359218716621399,0.25178390741348267,0.2308678925037384,0.03452463448047638,0.22739244997501373,0.01515917107462883,0.49597856402397156
2,81.38747156261556,27.60719728867684,Mustard,0.10093023627996445,0.1018303707242012,0.09968283027410507,0.11096938699483871,0.1208922490477562,0.13165782392024994,0.1301199346780777,0.21171893179416656,0.31351473927497864,0.008360347710549831,0.3807598948478699,-0.014651617035269737,0.5274525284767151,0.36671239137649536,0.2017601728439331,0.012757094576954842,0.13658379018306732,0.026219451799988747,0.16231755912303925,0.14068588614463806,0.00792294554412365,0.010570147074759007,-0.00784989446401596,-0.006576402112841606,0.037011999636888504,0.21373626589775085,0.02949298545718193,0.35458430647850037,0.033175356686115265,0.06878997385501862,0.16487963497638702,0.12107723206281662,0.3030531406402588,0.041297659277915955,0.6822600364685059,0.014089870266616344,0.6734104156494141
1,81.69335399140688,27.97674846399624,Wheat,0.18268351256847382,0.1347639411687851,0.13262063264846802,0.12585365772247314,0.13437430560588837,0.12005364149808884,0.11143270879983902,0.12101911008358002,0.11644116789102554,0.06304194778203964,0.2509225010871887,-0.0037869533989578485,0.4642528295516968,0.33631786704063416,0.3452736437320709,-0.019670505076646805,0.38852208852767944,0.2621040344238281,0.21145975589752197,0.03635874018073082,0.1934579461812973,0.0428963229060173,0.004600845742970705,0.03571031242609024,0.12289274483919144,0.5580938458442688,0.11757735162973404,0.11445561051368713,0.001258037518709898,-0.005605011712759733,0.039145488291978836,0.20221491158008575,0.4182044267654419,0.023711256682872772,0.479086697101593,0.010152102448046207,0.10363263636827469
1,82.25213892813314,27.39460965492977,Wheat,0.20780321955680847,0.12660443782806396,0.1545906364917755,0.13733792304992676,0.15407554805278778,0.14316296577453613,0.0962790697813034,0.16427840292453766,0.1389736533164978,0.2655395269393921,0.3029375672340393,-0.04899408295750618,0.359281450510025,0.19335083663463593,0.23436835408210754,-0.02695557288825512,0.023875458166003227,0.07268651574850082,0.05241688713431358,0.005316530354321003,0.0911431536078453,-0.014705882407724857,-0.014252024702727795,-0.006703229621052742,0.2180410921573639,0.12253829091787338,0.011850112117826939,0.16426116228103638,0.009685065597295761,-0.0031084860675036907,0.2496107965707779,0.31990906596183777,0.24214792251586914,0.02480042539536953,-0.024813154712319374,0.0023701495956629515,0.2995215356349945
1,82.25479033521079,27.3928367239601,Wheat,0.27711543440818787,0.18002936244010925,0.19671232998371124,0.2419310361146927,0.25138193368911743,0.2322033941745758,0.12839914858341217,0.3163616955280304,0.2183908075094223,0.3509339988231659,0.40305811166763306,-0.041251290589571,0.5020576119422913,0.4682607352733612,0.3519963324069977,-0.0200286116451025,0.03982439637184143,0.1859632432460785,0.050989191979169846,0.007262486964464188,0.09787577390670776,-0.012771110981702805,-0.0036071317736059427,0.013145869597792625,0.14533697068691254,0.34379202127456665,0.012159374542534351,0.30789536237716675,0.010481053031980991,0.00031227231374941766,0.3654080331325531,0.36355170607566833,0.2670076787471771,0.039950285106897354,0.3058461546897888,0.0012139196041971445,0.6016949415206909
1,82.24979845051841,27.38865318871682,Wheat,0.3348129391670227,0.14964108169078827,0.18270164728164673,0.19729860126972198,0.21045392751693726,0.19097743928432465,0.13591565191745758,0.23680981993675232,0.20737074315547943,0.2814974784851074,0.4114793837070465,-0.028853800147771835,0.5270270109176636,0.5628586411476135,0.38654011487960815,-0.0318572074174881,0.025140346959233284,0.2671269178390503,0.05429955571889877,0.002716988557949662,0.06951715797185898,-0.00934887770563364,0.017918957397341728,0.031594909727573395,0.05390395224094391,0.08558476716279984,0.0012426386820152402,0.29491326212882996,0.012753389775753021,0.001382134621962905,0.3298525810241699,0.4084344208240509,0.2549407184123993,0.041332144290208817,0.29339852929115295,0.008767819963395596,0.5804578065872192
1,82.25129860118298,27.384419292964065,Wheat,0.24482952058315277,0.1439596265554428,0.2023153305053711,0.2266511470079422,0.29586777091026306,0.2563013434410095,0.18740777671337128,0.3772874176502228,0.38633114099502563,0.46949732303619385,0.6163617968559265,-0.03287656232714653,0.6228234767913818,0.583466649055481,0.3461146354675293,-0.040835484862327576,0.04237446188926697,0.12456896901130676,0.05537911877036095,0.004362482577562332,0.11122594028711319,-0.008216744288802147,0.001086419797502458,0.025536416098475456,0.031219424679875374,0.563748836517334,0.0015090805245563388,0.31614458560943604,0.01549463625997305,0.000936329597607255,0.3621808886528015,0.3927241563796997,0.19515150785446167,0.04697708040475845,0.03911932557821274,0.004209260456264019,0.5786612033843994
